edgeID,ftCode,road_width,gradient,count,flood_ratio_pct,Rflood_pct,Rfall_young_pct,Rfall_old_pct,rf_base_pct,rf_fence_pct,rf_slope_pct,rf_width_pct
100320,0,5.5,0.0,7.0,29,29,0,0,0,0,0,0
100321,0,5.5,0.0,0.0,0,0,0,0,0,0,0,0
100322,0,3.0,0.029858505798277205,7.0,29,42,25,35,5,10,0,10
100323,0,3.0,-0.002345267950612497,24.0,100,100,25,35,15,0,0,10
100326,0,3.0,-0.0018337539487246449,19.0,79,99,30,40,10,10,0,10
100328,0,3.0,0.0,24.0,100,100,0,0,0,0,0,0
100329,0,3.0,0.00043973855658937394,24.0,100,100,25,35,5,10,0,10
100330,0,3.0,0.0006308296597253806,24.0,100,100,0,0,0,0,0,0
100331,0,5.5,0.0,24.0,100,100,0,0,0,0,0,0
100341,0,5.5,0.0,24.0,100,100,25,35,15,10,0,0
100344,0,3.0,-0.0020829389351284047,3.0,12,12,0,0,0,0,0,0
100346,0,5.5,0.0008902412767310744,0.0,0,0,15,25,5,10,0,0
100348,0,3.0,0.10919010546251447,0.0,0,0,0,0,0,0,0,0
100350,0,3.0,0.06633161735098696,1.0,4,4,0,0,0,0,0,0
100352,0,5.5,0.0,1.0,4,4,0,0,0,0,0,0
100355,0,3.0,0.0,24.0,100,100,0,0,0,0,0,0
100356,0,5.5,-0.0034751975322283874,24.0,100,100,0,0,0,0,0,0
100357,0,5.5,-0.00118326978845791,24.0,100,100,0,0,0,0,0,0
100358,0,5.5,0.0028685174545431207,24.0,100,100,0,0,0,0,0,0
100359,0,5.5,0.0021909273761287654,24.0,100,100,0,0,0,0,0,0
100360,0,5.5,-0.007110533331220595,24.0,100,100,0,0,0,0,0,0
100361,0,5.5,0.0,24.0,100,100,0,0,0,0,0,0
100362,0,5.5,-0.0035052624022962327,0.0,0,0,0,0,0,0,0,0
100364,0,5.5,0.0,0.0,0,0,0,0,0,0,0,0
100365,0,3.0,0.00360799486300939,0.0,0,0,0,0,0,0,0,0
100366,0,3.0,0.002262697801282641,24.0,100,100,0,0,0,0,0,0
100367,0,3.0,-0.03768728079684618,0.0,0,0,0,0,0,0,0,0
100368,0,3.0,-0.002653103951715779,23.0,96,96,0,0,0,0,0,0
100369,0,3.0,0.022262642308476126,20.0,83,83,0,0,0,0,0,0
100370,0,3.0,-0.040681303113198855,0.0,0,0,0,0,0,0,0,0
100371,0,3.0,-0.002809437250938532,5.0,21,26,25,35,5,10,0,10
100372,0,3.0,-0.002005736112842075,24.0,100,100,0,0,0,0,0,0
100373,0,3.0,0.04071113251170859,0.0,0,0,0,0,0,0,0,0
100374,0,5.5,0.001051652030676055,7.0,29,36,15,25,5,10,0,0
